Year,TRE_CN,RW
1828,23T449,0.15
1829,23T449,0.16
1830,23T449,0.15
1831,23T449,0.12
1832,23T449,0.1
1833,23T449,0.15
1834,23T449,0.13
1835,23T449,0.15
1836,23T449,0.12
1837,23T449,0.15
1838,23T449,0.07
1839,23T449,0.13
1840,23T449,0.15
1841,23T449,0.13
1842,23T449,0.07
1843,23T449,0.13
1844,23T449,0.11
1845,23T449,0.16
1846,23T449,0.16
1847,23T449,0.13
1848,23T449,0.23
1849,23T449,0.11
1850,23T449,0.14
1851,23T449,0.15
1852,23T449,0.16
1853,23T449,0.17
1854,23T449,0.14
1855,23T449,0.21
1856,23T449,0.19
1857,23T449,0.18
1858,23T449,0.15
1859,23T449,0.25
1860,23T449,0.18
1861,23T449,0.31
1862,23T449,0.13
1863,23T449,0.19
1864,23T449,0.14
1865,23T449,0.27
1866,23T449,0.19
1867,23T449,0.12
1868,23T449,0.18
1869,23T449,0.19
1870,23T449,0.22
1871,23T449,0.19
1872,23T449,0.19
1873,23T449,0.17
1874,23T449,0.19
1875,23T449,0.14
1876,23T449,0.2
1877,23T449,0.22
1878,23T449,0.15
1879,23T449,0.15
1880,23T449,0.14
1881,23T449,0.12
1882,23T449,0.15
1883,23T449,0.13
1884,23T449,0.08
1885,23T449,0.15
1886,23T449,0.15
1887,23T449,0.15
1888,23T449,0.13
1889,23T449,0.13
1890,23T449,0.17
1891,23T449,0.1
1892,23T449,0.17
1893,23T449,0.13
1894,23T449,0.13
1895,23T449,0.13
1896,23T449,0.17
1897,23T449,0.11
1898,23T449,0.19
1899,23T449,0.12
1900,23T449,0.11
1901,23T449,0.07
1902,23T449,0.09
1903,23T449,0.09
1904,23T449,0.11
1905,23T449,0.08
1906,23T449,0.09
1907,23T449,0.11
1908,23T449,0.11
1909,23T449,0.15
1910,23T449,0.12
1911,23T449,0.15
1912,23T449,0.1
1913,23T449,0.09
1914,23T449,0.13
1915,23T449,0.13
1916,23T449,0.15
1917,23T449,0.15
1918,23T449,0.11
1919,23T449,0.09
1920,23T449,0.08
1921,23T449,0.08
1922,23T449,0.1
1923,23T449,0.13
1924,23T449,0.12
1925,23T449,0.09
1926,23T449,0.14
1927,23T449,0.09
1928,23T449,0.06
1929,23T449,0.13
1930,23T449,0.13
1931,23T449,0.13
1932,23T449,0.11
1933,23T449,0.13
1934,23T449,0.06
1935,23T449,0.09
1936,23T449,0.09
1937,23T449,0.11
1938,23T449,0.14
1939,23T449,0.13
1940,23T449,0.14
1941,23T449,0.15
1942,23T449,0.18
1943,23T449,0.16
1944,23T449,0.15
1945,23T449,0.23
1946,23T449,0.15
1947,23T449,0.15
1948,23T449,0.25
1949,23T449,0.13
1950,23T449,0.12
1951,23T449,0.12
1952,23T449,0.1
1953,23T449,0.17
1954,23T449,0.15
1955,23T449,0.15
1956,23T449,0.05
1957,23T449,0.15
1958,23T449,0.17
1959,23T449,0.21
1960,23T449,0.18
1961,23T449,0.18
1962,23T449,0.16
1963,23T449,0.17
1964,23T449,0.18
1965,23T449,0.12
1966,23T449,0.1
1967,23T449,0.1
1968,23T449,0.11
1969,23T449,0.1
1970,23T449,0.19
1971,23T449,0.12
1972,23T449,0.11
1973,23T449,0.14
1974,23T449,0.19
1975,23T449,0.14
1976,23T449,0.11
1977,23T449,0.17
1978,23T449,0.13
1979,23T449,0.16
1980,23T449,0.18
1981,23T449,0.23
1982,23T449,0.19
1983,23T449,0.21
1984,23T449,0.26
1985,23T449,0.17
1986,23T449,0.29
1987,23T449,0.26
1988,23T449,0.23
1989,23T449,0.21
1990,23T449,0.21
1991,23T449,0.19
1992,23T449,0.17
1993,23T449,0.17
1994,23T449,0.27
1995,23T449,0.18
1996,23T449,0.19
1997,23T449,0.13
1998,23T449,0.21
1999,23T449,0.17
2000,23T449,0.13
2001,23T449,0.15
2002,23T449,0.19
2003,23T449,0.15
2004,23T449,0.15
2005,23T449,0.13
2006,23T449,0.13
2007,23T449,0.13
2008,23T449,0.15
2009,23T449,0.13
2010,23T449,0.21
2011,23T449,0.13
2012,23T449,0.1
2013,23T449,0.15
2014,23T449,0.15
2015,23T449,0.12
2016,23T449,0.12
2017,23T449,0.15
2018,23T449,0.09
2019,23T449,0.15
2020,23T449,0.11
2021,23T449,0.17
2022,23T449,0.15
1914,23T469,0.94
1915,23T469,0.52
1916,23T469,0.39
1917,23T469,0.52
1918,23T469,0.49
1919,23T469,0.43
1920,23T469,0.5
1921,23T469,0.54
1922,23T469,0.64
1923,23T469,0.62
1924,23T469,0.5
1925,23T469,0.68
1926,23T469,0.9
1927,23T469,0.73
1928,23T469,0.57
1929,23T469,0.52
1930,23T469,0.45
1931,23T469,0.32
1932,23T469,0.38
1933,23T469,0.38
1934,23T469,0.47
1935,23T469,0.53
1936,23T469,0.48
1937,23T469,0.77
1938,23T469,0.88
1939,23T469,0.74
1940,23T469,0.73
1941,23T469,0.66
1942,23T469,0.7
1943,23T469,0.64
1944,23T469,0.53
1945,23T469,0.71
1946,23T469,0.69
1947,23T469,0.85
1948,23T469,0.77
1949,23T469,0.56
1950,23T469,0.45
1951,23T469,0.51
1952,23T469,0.5
1953,23T469,0.88
1954,23T469,0.42
1955,23T469,0.65
1956,23T469,0.79
1957,23T469,0.6
1958,23T469,0.53
1959,23T469,0.45
1960,23T469,0.39
1961,23T469,0.54
1962,23T469,0.38
1963,23T469,0.32
1964,23T469,0.51
1965,23T469,0.63
1966,23T469,0.52
1967,23T469,0.46
1968,23T469,0.59
1969,23T469,0.51
1970,23T469,0.49
1971,23T469,0.63
1972,23T469,0.41
1973,23T469,0.18
1974,23T469,0.44
1975,23T469,0.06
1976,23T469,0.2
1977,23T469,0.07
1978,23T469,0.06
1979,23T469,0.07
1980,23T469,0.07
1981,23T469,0.08
1982,23T469,0.11
1983,23T469,0.09
1984,23T469,0.06
1985,23T469,0.06
1986,23T469,0.14
1987,23T469,0.14
1988,23T469,0.15
1989,23T469,0.11
1990,23T469,0.15
1991,23T469,0.14
1992,23T469,0.16
1993,23T469,0.14
1994,23T469,0.25
1995,23T469,0.22
1996,23T469,0.17
1997,23T469,0.14
1998,23T469,0.2
1999,23T469,0.2
2000,23T469,0.25
2001,23T469,0.19
2002,23T469,0.2
2003,23T469,0.32
2004,23T469,0.25
2005,23T469,0.24
2006,23T469,0.47
2007,23T469,0.26
2008,23T469,0.31
2009,23T469,0.42
2010,23T469,0.4
2011,23T469,0.61
2012,23T469,0.74
2013,23T469,0.53
2014,23T469,0.8
2015,23T469,1.08
2016,23T469,1.25
2017,23T469,1.13
2018,23T469,0.94
2019,23T469,0.99
2020,23T469,1.19
2021,23T469,1.11
2022,23T469,1.23
1836,23T470,0.31
1837,23T470,0.19
1838,23T470,0.17
1839,23T470,0.11
1840,23T470,0.17
1841,23T470,0.17
1842,23T470,0.18
1843,23T470,0.17
1844,23T470,0.15
1845,23T470,0.17
1846,23T470,0.2
1847,23T470,0.28
1848,23T470,0.29
1849,23T470,0.44
1850,23T470,0.46
1851,23T470,0.44
1852,23T470,0.48
1853,23T470,0.54
1854,23T470,0.34
1855,23T470,0.31
1856,23T470,0.31
1857,23T470,0.46
1858,23T470,0.55
1859,23T470,0.66
1860,23T470,0.51
1861,23T470,0.43
1862,23T470,0.29
1863,23T470,0.09
1864,23T470,0.07
1865,23T470,0.12
1866,23T470,0.07
1867,23T470,0.07
1868,23T470,0.07
1869,23T470,0.08
1870,23T470,0.12
1871,23T470,0.17
1872,23T470,0.14
1873,23T470,0.16
1874,23T470,0.15
1875,23T470,0.14
1876,23T470,0.15
1877,23T470,0.14
1878,23T470,0.18
1879,23T470,0.18
1880,23T470,0.16
1881,23T470,0.16
1882,23T470,0.11
1883,23T470,0.12
1884,23T470,0.22
1885,23T470,0.2
1886,23T470,0.22
1887,23T470,0.15
1888,23T470,0.18
1889,23T470,0.23
1890,23T470,0.17
1891,23T470,0.35
1892,23T470,0.33
1893,23T470,0.14
1894,23T470,0.16
1895,23T470,0.16
1896,23T470,0.15
1897,23T470,0.18
1898,23T470,0.25
1899,23T470,0.13
1900,23T470,0.18
1901,23T470,0.2
1902,23T470,0.2
1903,23T470,0.19
1904,23T470,0.2
1905,23T470,0.16
1906,23T470,0.12
1907,23T470,0.16
1908,23T470,0.16
1909,23T470,0.18
1910,23T470,0.18
1911,23T470,0.21
1912,23T470,0.24
1913,23T470,0.26
1914,23T470,0.17
1915,23T470,0.15
1916,23T470,0.17
1917,23T470,0.15
1918,23T470,0.12
1919,23T470,0.11
1920,23T470,0.12
1921,23T470,0.13
1922,23T470,0.15
1923,23T470,0.14
1924,23T470,0.14
1925,23T470,0.15
1926,23T470,0.12
1927,23T470,0.15
1928,23T470,0.14
1929,23T470,0.14
1930,23T470,0.13
1931,23T470,0.13
1932,23T470,0.11
1933,23T470,0.13
1934,23T470,0.09
1935,23T470,0.1
1936,23T470,0.1
1937,23T470,0.17
1938,23T470,0.11
1939,23T470,0.15
1940,23T470,0.12
1941,23T470,0.11
1942,23T470,0.14
1943,23T470,0.12
1944,23T470,0.1
1945,23T470,0.14
1946,23T470,0.13
1947,23T470,0.11
1948,23T470,0.18
1949,23T470,0.1
1950,23T470,0.1
1951,23T470,0.09
1952,23T470,0.12
1953,23T470,0.12
1954,23T470,0.13
1955,23T470,0.12
1956,23T470,0.09
1957,23T470,0.12
1958,23T470,0.15
1959,23T470,0.14
1960,23T470,0.12
1961,23T470,0.08
1962,23T470,0.12
1963,23T470,0.12
1964,23T470,0.13
1965,23T470,0.12
1966,23T470,0.15
1967,23T470,0.13
1968,23T470,0.1
1969,23T470,0.07
1970,23T470,0.12
1971,23T470,0.06
1972,23T470,0.08
1973,23T470,0.1
1974,23T470,0.11
1975,23T470,0.11
1976,23T470,0.11
1977,23T470,0.1
1978,23T470,0.1
1979,23T470,0.1
1980,23T470,0.17
1981,23T470,0.13
1982,23T470,0.18
1983,23T470,0.17
1984,23T470,0.18
1985,23T470,0.2
1986,23T470,0.24
1987,23T470,0.19
1988,23T470,0.14
1989,23T470,0.16
1990,23T470,0.16
1991,23T470,0.17
1992,23T470,0.16
1993,23T470,0.15
1994,23T470,0.21
1995,23T470,0.21
1996,23T470,0.17
1997,23T470,0.09
1998,23T470,0.18
1999,23T470,0.2
2000,23T470,0.17
2001,23T470,0.11
2002,23T470,0.09
2003,23T470,0.1
2004,23T470,0.09
2005,23T470,0.12
2006,23T470,0.13
2007,23T470,0.11
2008,23T470,0.09
2009,23T470,0.12
2010,23T470,0.14
2011,23T470,0.19
2012,23T470,0.15
2013,23T470,0.16
2014,23T470,0.18
2015,23T470,0.14
2016,23T470,0.18
2017,23T470,0.19
2018,23T470,0.23
2019,23T470,0.24
2020,23T470,0.31
2021,23T470,0.29
2022,23T470,0.29
1905,23T479,0.13
1906,23T479,0.33
1907,23T479,0.37
1908,23T479,0.3
1909,23T479,0.21
1910,23T479,0.45
1911,23T479,0.38
1912,23T479,0.14
1913,23T479,0.38
1914,23T479,0.56
1915,23T479,0.79
1916,23T479,0.58
1917,23T479,0.45
1918,23T479,0.78
1919,23T479,1.06
1920,23T479,0.84
1921,23T479,0.78
1922,23T479,1.34
1923,23T479,1.03
1924,23T479,0.87
1925,23T479,0.77
1926,23T479,0.87
1927,23T479,0.72
1928,23T479,0.82
1929,23T479,0.88
1930,23T479,0.82
1931,23T479,1.02
1932,23T479,0.95
1933,23T479,0.65
1934,23T479,1
1935,23T479,0.89
1936,23T479,0.82
1937,23T479,0.79
1938,23T479,0.81
1939,23T479,1.28
1940,23T479,1.04
1941,23T479,1.06
1942,23T479,0.92
1943,23T479,0.96
1944,23T479,1.25
1945,23T479,1.31
1946,23T479,1.18
1947,23T479,1.09
1948,23T479,1.02
1949,23T479,1.29
1950,23T479,1.13
1951,23T479,1.26
1952,23T479,1.44
1953,23T479,0.85
1954,23T479,0.97
1955,23T479,0.9
1956,23T479,1.12
1957,23T479,1.69
1958,23T479,1.31
1959,23T479,0.87
1960,23T479,0.9
1961,23T479,0.89
1962,23T479,0.67
1963,23T479,0.97
1964,23T479,0.95
1965,23T479,0.91
1966,23T479,0.93
1967,23T479,1.53
1968,23T479,0.91
1969,23T479,0.63
1970,23T479,0.84
1971,23T479,1.03
1972,23T479,1.07
1973,23T479,0.86
1974,23T479,0.56
1975,23T479,0.43
1976,23T479,0.42
1977,23T479,0.6
1978,23T479,0.57
1979,23T479,0.57
1980,23T479,0.87
1981,23T479,0.92
1982,23T479,0.77
1983,23T479,0.74
1984,23T479,0.85
1985,23T479,0.91
1986,23T479,0.79
1987,23T479,0.88
1988,23T479,0.75
1989,23T479,0.68
1990,23T479,0.62
1991,23T479,0.74
1992,23T479,0.74
1993,23T479,0.83
1994,23T479,0.78
1995,23T479,0.71
1996,23T479,0.4
1997,23T479,0.68
1998,23T479,0.73
1999,23T479,0.73
2000,23T479,0.96
2001,23T479,0.64
2002,23T479,0.66
2003,23T479,0.82
2004,23T479,0.53
2005,23T479,0.64
2006,23T479,0.6
2007,23T479,0.42
2008,23T479,0.5
2009,23T479,0.56
2010,23T479,0.47
2011,23T479,0.43
2012,23T479,0.45
2013,23T479,0.47
2014,23T479,0.34
2015,23T479,0.45
2016,23T479,0.61
2017,23T479,0.65
2018,23T479,0.56
2019,23T479,0.63
2020,23T479,0.45
2021,23T479,0.53
2022,23T479,0.54
1852,23T525,0.76
1853,23T525,0.51
1854,23T525,0.58
1855,23T525,0.78
1856,23T525,0.58
1857,23T525,1.08
1858,23T525,1.05
1859,23T525,1.17
1860,23T525,1.24
1861,23T525,1.27
1862,23T525,0.31
1863,23T525,0.88
1864,23T525,0.75
1865,23T525,0.73
1866,23T525,0.65
1867,23T525,0.52
1868,23T525,0.5
1869,23T525,0.74
1870,23T525,0.63
1871,23T525,0.7
1872,23T525,0.43
1873,23T525,0.52
1874,23T525,0.82
1875,23T525,0.92
1876,23T525,0.78
1877,23T525,0.91
1878,23T525,0.99
1879,23T525,1.32
1880,23T525,0.91
1881,23T525,1.06
1882,23T525,0.94
1883,23T525,0.94
1884,23T525,1.24
1885,23T525,1.16
1886,23T525,0.86
1887,23T525,0.6
1888,23T525,0.9
1889,23T525,1.21
1890,23T525,1.56
1891,23T525,1.64
1892,23T525,2.14
1893,23T525,2.06
1894,23T525,1.53
1895,23T525,2.14
1896,23T525,2.48
1897,23T525,1.87
1898,23T525,2.83
1899,23T525,1.68
1900,23T525,1.71
1901,23T525,2.08
1902,23T525,2.07
1903,23T525,1.62
1904,23T525,1.98
1905,23T525,1.87
1906,23T525,1.41
1907,23T525,1.96
1908,23T525,1.56
1909,23T525,1.18
1910,23T525,1.99
1911,23T525,1.64
1912,23T525,1.56
1913,23T525,1.37
1914,23T525,1.38
1915,23T525,1.36
1916,23T525,1.44
1917,23T525,1.52
1918,23T525,1.61
1919,23T525,1.72
1920,23T525,1.23
1921,23T525,1.42
1922,23T525,1.37
1923,23T525,1.63
1924,23T525,1.74
1925,23T525,1.95
1926,23T525,2.23
1927,23T525,2.33
1928,23T525,2.21
1929,23T525,1.65
1930,23T525,1.87
1931,23T525,2.04
1932,23T525,1.63
1933,23T525,1.61
1934,23T525,1.58
1935,23T525,1.93
1936,23T525,1.74
1937,23T525,1.54
1938,23T525,1.75
1939,23T525,1.86
1940,23T525,1.66
1941,23T525,1.52
1942,23T525,1.56
1943,23T525,1.57
1944,23T525,1.37
1945,23T525,1.32
1946,23T525,1.24
1947,23T525,1.11
1948,23T525,1.07
1949,23T525,1.19
1950,23T525,1
1951,23T525,0.94
1952,23T525,1.02
1953,23T525,0.88
1954,23T525,0.87
1955,23T525,0.85
1956,23T525,0.74
1957,23T525,0.58
1958,23T525,0.75
1959,23T525,0.78
1960,23T525,0.81
1961,23T525,0.78
1962,23T525,0.85
1963,23T525,0.89
1964,23T525,0.73
1965,23T525,0.64
1966,23T525,0.53
1967,23T525,0.56
1968,23T525,0.63
1969,23T525,0.63
1970,23T525,0.72
1971,23T525,0.79
1972,23T525,0.56
1973,23T525,0.63
1974,23T525,0.49
1975,23T525,0.48
1976,23T525,0.52
1977,23T525,0.46
1978,23T525,0.51
1979,23T525,0.56
1980,23T525,0.55
1981,23T525,0.51
1982,23T525,0.47
1983,23T525,0.57
1984,23T525,0.51
1985,23T525,0.5
1986,23T525,0.53
1987,23T525,0.41
1988,23T525,0.43
1989,23T525,0.41
1990,23T525,0.36
1991,23T525,0.31
1992,23T525,0.42
1993,23T525,0.43
1994,23T525,0.53
1995,23T525,0.57
1996,23T525,0.63
1997,23T525,0.8
1998,23T525,0.71
1999,23T525,0.75
2000,23T525,0.69
2001,23T525,0.93
2002,23T525,0.79
2003,23T525,0.63
2004,23T525,0.42
2005,23T525,0.62
2006,23T525,0.65
2007,23T525,0.63
2008,23T525,0.63
2009,23T525,0.78
2010,23T525,0.58
2011,23T525,0.5
2012,23T525,0.6
2013,23T525,0.62
2014,23T525,0.32
2015,23T525,0.53
2016,23T525,0.7
2017,23T525,0.77
2018,23T525,0.74
2019,23T525,0.83
2020,23T525,0.62
2021,23T525,0.38
2022,23T525,0.49
1870,23T65,0.7
1871,23T65,0.81
1872,23T65,0.82
1873,23T65,0.78
1874,23T65,1.08
1875,23T65,1.2
1876,23T65,1.01
1877,23T65,0.78
1878,23T65,1.12
1879,23T65,0.97
1880,23T65,0.95
1881,23T65,0.35
1882,23T65,0.72
1883,23T65,0.72
1884,23T65,0.65
1885,23T65,0.74
1886,23T65,0.77
1887,23T65,0.61
1888,23T65,0.29
1889,23T65,0.52
1890,23T65,0.47
1891,23T65,0.63
1892,23T65,0.87
1893,23T65,0.59
1894,23T65,0.66
1895,23T65,0.49
1896,23T65,0.71
1897,23T65,0.45
1898,23T65,0.41
1899,23T65,0.67
1900,23T65,0.32
1901,23T65,0.53
1902,23T65,0.45
1903,23T65,0.42
1904,23T65,0.43
1905,23T65,0.42
1906,23T65,0.53
1907,23T65,0.55
1908,23T65,0.67
1909,23T65,0.59
1910,23T65,0.59
1911,23T65,0.7
1912,23T65,0.74
1913,23T65,0.62
1914,23T65,0.83
1915,23T65,0.62
1916,23T65,0.71
1917,23T65,0.59
1918,23T65,0.59
1919,23T65,0.54
1920,23T65,0.57
1921,23T65,0.48
1922,23T65,0.46
1923,23T65,0.43
1924,23T65,0.48
1925,23T65,0.35
1926,23T65,0.49
1927,23T65,0.51
1928,23T65,0.52
1929,23T65,0.69
1930,23T65,0.59
1931,23T65,0.52
1932,23T65,0.47
1933,23T65,0.43
1934,23T65,0.47
1935,23T65,0.49
1936,23T65,0.41
1937,23T65,0.57
1938,23T65,0.51
1939,23T65,0.53
1940,23T65,0.44
1941,23T65,0.37
1942,23T65,0.53
1943,23T65,0.61
1944,23T65,0.41
1945,23T65,0.71
1946,23T65,0.55
1947,23T65,0.43
1948,23T65,0.53
1949,23T65,0.51
1950,23T65,0.55
1951,23T65,0.53
1952,23T65,0.62
1953,23T65,0.67
1954,23T65,0.6
1955,23T65,0.55
1956,23T65,0.61
1957,23T65,0.58
1958,23T65,0.59
1959,23T65,0.59
1960,23T65,0.71
1961,23T65,0.64
1962,23T65,0.63
1963,23T65,0.64
1964,23T65,0.69
1965,23T65,0.61
1966,23T65,0.61
1967,23T65,0.63
1968,23T65,0.49
1969,23T65,0.6
1970,23T65,0.55
1971,23T65,0.66
1972,23T65,0.69
1973,23T65,0.53
1974,23T65,0.55
1975,23T65,0.42
1976,23T65,0.51
1977,23T65,0.77
1978,23T65,0.55
1979,23T65,0.58
1980,23T65,0.57
1981,23T65,0.6
1982,23T65,0.75
1983,23T65,0.57
1984,23T65,0.65
1985,23T65,0.69
1986,23T65,0.73
1987,23T65,0.57
1988,23T65,0.63
1989,23T65,0.49
1990,23T65,0.31
1991,23T65,0.46
1992,23T65,0.4
1993,23T65,0.37
1994,23T65,0.43
1995,23T65,0.37
1996,23T65,0.31
1997,23T65,0.37
1998,23T65,0.42
1999,23T65,0.65
2000,23T65,0.43
2001,23T65,0.45
2002,23T65,0.42
2003,23T65,0.45
2004,23T65,0.35
2005,23T65,0.31
2006,23T65,0.43
2007,23T65,0.45
2008,23T65,0.39
2009,23T65,0.39
2010,23T65,0.39
2011,23T65,0.39
2012,23T65,0.42
2013,23T65,0.42
2014,23T65,0.37
2015,23T65,0.48
2016,23T65,0.44
2017,23T65,0.39
2018,23T65,0.51
2019,23T65,0.53
2020,23T65,0.62
2021,23T65,0.37
2022,23T65,0.53
1698,23T67,0.59
1699,23T67,0.57
1700,23T67,0.59
1701,23T67,0.6
1702,23T67,0.51
1703,23T67,0.63
1704,23T67,0.69
1705,23T67,0.45
1706,23T67,0.54
1707,23T67,0.49
1708,23T67,0.48
1709,23T67,0.51
1710,23T67,0.57
1711,23T67,0.72
1712,23T67,0.51
1713,23T67,0.53
1714,23T67,0.55
1715,23T67,0.53
1716,23T67,0.44
1717,23T67,0.45
1718,23T67,0.46
1719,23T67,0.56
1720,23T67,0.54
1721,23T67,0.45
1722,23T67,0.5
1723,23T67,0.33
1724,23T67,0.24
1725,23T67,0.46
1726,23T67,0.52
1727,23T67,0.77
1728,23T67,0.5
1729,23T67,0.69
1730,23T67,0.43
1731,23T67,0.27
1732,23T67,0.45
1733,23T67,0.71
1734,23T67,0.61
1735,23T67,0.48
1736,23T67,0.54
1737,23T67,0.38
1738,23T67,0.76
1739,23T67,0.42
1740,23T67,0.95
1741,23T67,0.6
1742,23T67,0.41
1743,23T67,0.24
1744,23T67,0.28
1745,23T67,0.48
1746,23T67,0.55
1747,23T67,0.53
1748,23T67,0.42
1749,23T67,0.45
1750,23T67,0.85
1751,23T67,0.95
1752,23T67,0.63
1753,23T67,0.62
1754,23T67,0.52
1755,23T67,0.59
1756,23T67,0.87
1757,23T67,0.66
1758,23T67,0.78
1759,23T67,0.52
1760,23T67,1.17
1761,23T67,1.2
1762,23T67,0.97
1763,23T67,0.66
1764,23T67,0.82
1765,23T67,1.17
1766,23T67,1.12
1767,23T67,1.06
1768,23T67,1.06
1769,23T67,1.07
1770,23T67,1.02
1771,23T67,1.11
1772,23T67,0.71
1773,23T67,0.78
1774,23T67,0.87
1775,23T67,0.29
1776,23T67,1.01
1777,23T67,1.18
1778,23T67,1.03
1779,23T67,0.75
1780,23T67,0.97
1781,23T67,0.63
1782,23T67,0.98
1783,23T67,0.91
1784,23T67,0.97
1785,23T67,0.99
1786,23T67,1.15
1787,23T67,0.96
1788,23T67,1.01
1789,23T67,0.88
1790,23T67,0.96
1791,23T67,1.23
1792,23T67,1.36
1793,23T67,1.38
1794,23T67,1.39
1795,23T67,1.19
1796,23T67,1.13
1797,23T67,0.98
1798,23T67,1.15
1799,23T67,0.92
1800,23T67,1
1801,23T67,0.98
1802,23T67,1.17
1803,23T67,1.27
1804,23T67,1.11
1805,23T67,1.13
1806,23T67,0.96
1807,23T67,0.86
1808,23T67,1.01
1809,23T67,0.84
1810,23T67,0.79
1811,23T67,0.95
1812,23T67,0.78
1813,23T67,0.75
1814,23T67,1
1815,23T67,0.98
1816,23T67,1.07
1817,23T67,0.92
1818,23T67,1.05
1819,23T67,1.05
1820,23T67,1.02
1821,23T67,0.88
1822,23T67,0.55
1823,23T67,0.24
1824,23T67,0.19
1825,23T67,0.28
1826,23T67,0.22
1827,23T67,0.34
1828,23T67,0.28
1829,23T67,0.4
1830,23T67,0.37
1831,23T67,0.28
1832,23T67,0.3
1833,23T67,0.39
1834,23T67,0.42
1835,23T67,0.35
1836,23T67,0.42
1837,23T67,0.49
1838,23T67,0.47
1839,23T67,0.51
1840,23T67,0.53
1841,23T67,0.49
1842,23T67,0.54
1843,23T67,0.65
1844,23T67,0.49
1845,23T67,0.53
1846,23T67,0.7
1847,23T67,0.36
1848,23T67,0.46
1849,23T67,0.42
1850,23T67,0.43
1851,23T67,0.47
1852,23T67,0.46
1853,23T67,0.51
1854,23T67,0.42
1855,23T67,0.55
1856,23T67,0.43
1857,23T67,0.46
1858,23T67,0.46
1859,23T67,0.26
1860,23T67,0.3
1861,23T67,0.32
1862,23T67,0.2
1863,23T67,0.24
1864,23T67,0.2
1865,23T67,0.24
1866,23T67,0.26
1867,23T67,0.24
1868,23T67,0.21
1869,23T67,0.19
1870,23T67,0.4
1871,23T67,0.35
1872,23T67,0.31
1873,23T67,0.35
1874,23T67,0.34
1875,23T67,0.38
1876,23T67,0.36
1877,23T67,0.38
1878,23T67,0.36
1879,23T67,0.31
1880,23T67,0.23
1881,23T67,0.31
1882,23T67,0.3
1883,23T67,0.15
1884,23T67,0.12
1885,23T67,0.22
1886,23T67,0.3
1887,23T67,0.24
1888,23T67,0.21
1889,23T67,0.22
1890,23T67,0.29
1891,23T67,0.24
1892,23T67,0.26
1893,23T67,0.39
1894,23T67,0.38
1895,23T67,0.4
1896,23T67,0.23
1897,23T67,0.3
1898,23T67,0.28
1899,23T67,0.33
1900,23T67,0.37
1901,23T67,0.27
1902,23T67,0.55
1903,23T67,0.28
1904,23T67,0.51
1905,23T67,0.38
1906,23T67,0.28
1907,23T67,0.46
1908,23T67,0.52
1909,23T67,0.53
1910,23T67,0.59
1911,23T67,0.61
1912,23T67,0.91
1913,23T67,0.8
1914,23T67,0.72
1915,23T67,0.49
1916,23T67,0.49
1917,23T67,0.57
1918,23T67,0.63
1919,23T67,0.89
1920,23T67,0.45
1921,23T67,0.53
1922,23T67,0.5
1923,23T67,0.71
1924,23T67,0.64
1925,23T67,0.54
1926,23T67,0.64
1927,23T67,0.55
1928,23T67,0.48
1929,23T67,0.37
1930,23T67,0.16
1931,23T67,0.24
1932,23T67,0.3
1933,23T67,0.48
1934,23T67,0.46
1935,23T67,0.44
1936,23T67,0.38
1937,23T67,0.23
1938,23T67,0.21
1939,23T67,0.25
1940,23T67,0.45
1941,23T67,0.41
1942,23T67,0.51
1943,23T67,0.44
1944,23T67,0.36
1945,23T67,0.54
1946,23T67,0.39
1947,23T67,0.57
1948,23T67,0.41
1949,23T67,0.47
1950,23T67,0.36
1951,23T67,0.35
1952,23T67,0.45
1953,23T67,0.38
1954,23T67,0.72
1955,23T67,0.79
1956,23T67,0.76
1957,23T67,1.05
1958,23T67,0.65
1959,23T67,0.86
1960,23T67,0.86
1961,23T67,0.7
1962,23T67,0.74
1963,23T67,0.81
1964,23T67,0.57
1965,23T67,1.05
1966,23T67,0.9
1967,23T67,0.7
1968,23T67,0.86
1969,23T67,0.76
1970,23T67,0.94
1971,23T67,0.92
1972,23T67,0.66
1973,23T67,0.92
1974,23T67,0.59
1975,23T67,0.72
1976,23T67,0.81
1977,23T67,0.65
1978,23T67,0.8
1979,23T67,0.88
1980,23T67,1.03
1981,23T67,0.89
1982,23T67,0.83
1983,23T67,0.77
1984,23T67,1.04
1985,23T67,0.65
1986,23T67,0.81
1987,23T67,0.79
1988,23T67,0.77
1989,23T67,0.74
1990,23T67,0.59
1991,23T67,0.56
1992,23T67,0.39
1993,23T67,0.47
1994,23T67,0.68
1995,23T67,0.49
1996,23T67,0.65
1997,23T67,0.42
1998,23T67,0.55
1999,23T67,0.29
2000,23T67,0.35
2001,23T67,0.34
2002,23T67,0.34
2003,23T67,0.39
2004,23T67,0.35
2005,23T67,0.43
2006,23T67,0.33
2007,23T67,0.35
2008,23T67,0.35
2009,23T67,0.37
2010,23T67,0.27
2011,23T67,0.35
2012,23T67,0.32
2013,23T67,0.25
2014,23T67,0.26
2015,23T67,0.22
2016,23T67,0.3
2017,23T67,0.3
2018,23T67,0.16
2019,23T67,0.25
2020,23T67,0.27
2021,23T67,0.12
1846,23T71,1.31
1847,23T71,1.35
1848,23T71,1.24
1849,23T71,1.02
1850,23T71,1.05
1851,23T71,1.04
1852,23T71,0.9
1853,23T71,1.04
1854,23T71,1.16
1855,23T71,1.02
1856,23T71,1.06
1857,23T71,1.1
1858,23T71,1.1
1859,23T71,1.15
1860,23T71,1.22
